,Country,ISO3 Code,Date,Price (EUR/MWhe),date,day,month,year
762,Spain,ESP,2015-07-01,59.53,2015-07-01,1,7,2015
763,Spain,ESP,2015-08-01,55.61,2015-08-01,1,8,2015
764,Spain,ESP,2015-09-01,51.87,2015-09-01,1,9,2015
765,Spain,ESP,2015-10-01,49.89,2015-10-01,1,10,2015
766,Spain,ESP,2015-11-01,51.22,2015-11-01,1,11,2015
767,Spain,ESP,2015-12-01,52.59,2015-12-01,1,12,2015
768,Spain,ESP,2016-01-01,36.51,2016-01-01,1,1,2016
769,Spain,ESP,2016-02-01,27.48,2016-02-01,1,2,2016
770,Spain,ESP,2016-03-01,27.79,2016-03-01,1,3,2016
771,Spain,ESP,2016-04-01,24.1,2016-04-01,1,4,2016
772,Spain,ESP,2016-05-01,25.81,2016-05-01,1,5,2016
773,Spain,ESP,2016-06-01,38.92,2016-06-01,1,6,2016
774,Spain,ESP,2016-07-01,40.52,2016-07-01,1,7,2016
775,Spain,ESP,2016-08-01,41.14,2016-08-01,1,8,2016
776,Spain,ESP,2016-09-01,43.6,2016-09-01,1,9,2016
777,Spain,ESP,2016-10-01,52.85,2016-10-01,1,10,2016
778,Spain,ESP,2016-11-01,56.15,2016-11-01,1,11,2016
779,Spain,ESP,2016-12-01,60.49,2016-12-01,1,12,2016
780,Spain,ESP,2017-01-01,71.51,2017-01-01,1,1,2017
781,Spain,ESP,2017-02-01,51.7,2017-02-01,1,2,2017
782,Spain,ESP,2017-03-01,43.16,2017-03-01,1,3,2017
783,Spain,ESP,2017-04-01,43.69,2017-04-01,1,4,2017
784,Spain,ESP,2017-05-01,47.17,2017-05-01,1,5,2017
785,Spain,ESP,2017-06-01,50.2,2017-06-01,1,6,2017
786,Spain,ESP,2017-07-01,48.63,2017-07-01,1,7,2017
787,Spain,ESP,2017-08-01,47.45,2017-08-01,1,8,2017
788,Spain,ESP,2017-09-01,49.16,2017-09-01,1,9,2017
789,Spain,ESP,2017-10-01,56.78,2017-10-01,1,10,2017
790,Spain,ESP,2017-11-01,59.22,2017-11-01,1,11,2017
791,Spain,ESP,2017-12-01,57.85,2017-12-01,1,12,2017
792,Spain,ESP,2018-01-01,50.05,2018-01-01,1,1,2018
793,Spain,ESP,2018-02-01,54.87,2018-02-01,1,2,2018
794,Spain,ESP,2018-03-01,40.16,2018-03-01,1,3,2018
795,Spain,ESP,2018-04-01,42.69,2018-04-01,1,4,2018
796,Spain,ESP,2018-05-01,54.98,2018-05-01,1,5,2018
797,Spain,ESP,2018-06-01,58.45,2018-06-01,1,6,2018
798,Spain,ESP,2018-07-01,61.88,2018-07-01,1,7,2018
799,Spain,ESP,2018-08-01,64.34,2018-08-01,1,8,2018
800,Spain,ESP,2018-09-01,71.25,2018-09-01,1,9,2018
801,Spain,ESP,2018-10-01,65.11,2018-10-01,1,10,2018
802,Spain,ESP,2018-11-01,61.96,2018-11-01,1,11,2018
803,Spain,ESP,2018-12-01,61.81,2018-12-01,1,12,2018
804,Spain,ESP,2019-01-01,61.96,2019-01-01,1,1,2019
805,Spain,ESP,2019-02-01,54.02,2019-02-01,1,2,2019
806,Spain,ESP,2019-03-01,48.84,2019-03-01,1,3,2019
807,Spain,ESP,2019-04-01,50.4,2019-04-01,1,4,2019
808,Spain,ESP,2019-05-01,48.39,2019-05-01,1,5,2019
809,Spain,ESP,2019-06-01,47.16,2019-06-01,1,6,2019
810,Spain,ESP,2019-07-01,51.46,2019-07-01,1,7,2019
811,Spain,ESP,2019-08-01,44.95,2019-08-01,1,8,2019
812,Spain,ESP,2019-09-01,42.13,2019-09-01,1,9,2019
813,Spain,ESP,2019-10-01,47.15,2019-10-01,1,10,2019
814,Spain,ESP,2019-11-01,42.19,2019-11-01,1,11,2019
815,Spain,ESP,2019-12-01,33.81,2019-12-01,1,12,2019
816,Spain,ESP,2020-01-01,41.08,2020-01-01,1,1,2020
817,Spain,ESP,2020-02-01,35.86,2020-02-01,1,2,2020
818,Spain,ESP,2020-03-01,27.74,2020-03-01,1,3,2020
819,Spain,ESP,2020-04-01,17.61,2020-04-01,1,4,2020
820,Spain,ESP,2020-05-01,21.33,2020-05-01,1,5,2020
821,Spain,ESP,2020-06-01,30.63,2020-06-01,1,6,2020
822,Spain,ESP,2020-07-01,34.62,2020-07-01,1,7,2020
823,Spain,ESP,2020-08-01,36.21,2020-08-01,1,8,2020
824,Spain,ESP,2020-09-01,41.95,2020-09-01,1,9,2020
825,Spain,ESP,2020-10-01,36.55,2020-10-01,1,10,2020
826,Spain,ESP,2020-11-01,41.96,2020-11-01,1,11,2020
827,Spain,ESP,2020-12-01,41.97,2020-12-01,1,12,2020
828,Spain,ESP,2021-01-01,60.1,2021-01-01,1,1,2021
829,Spain,ESP,2021-02-01,28.54,2021-02-01,1,2,2021
830,Spain,ESP,2021-03-01,45.48,2021-03-01,1,3,2021
831,Spain,ESP,2021-04-01,65.06,2021-04-01,1,4,2021
832,Spain,ESP,2021-05-01,67.18,2021-05-01,1,5,2021
833,Spain,ESP,2021-06-01,83.31,2021-06-01,1,6,2021
834,Spain,ESP,2021-07-01,92.37,2021-07-01,1,7,2021
835,Spain,ESP,2021-08-01,106.08,2021-08-01,1,8,2021
836,Spain,ESP,2021-09-01,156.4,2021-09-01,1,9,2021
837,Spain,ESP,2021-10-01,199.67,2021-10-01,1,10,2021
838,Spain,ESP,2021-11-01,193.72,2021-11-01,1,11,2021
839,Spain,ESP,2021-12-01,238.97,2021-12-01,1,12,2021
840,Spain,ESP,2022-01-01,201.8,2022-01-01,1,1,2022
841,Spain,ESP,2022-02-01,200.31,2022-02-01,1,2,2022
842,Spain,ESP,2022-03-01,283.19,2022-03-01,1,3,2022
843,Spain,ESP,2022-04-01,191.52,2022-04-01,1,4,2022
844,Spain,ESP,2022-05-01,187.16,2022-05-01,1,5,2022
845,Spain,ESP,2022-06-01,169.43,2022-06-01,1,6,2022
846,Spain,ESP,2022-07-01,142.68,2022-07-01,1,7,2022
847,Spain,ESP,2022-08-01,154.99,2022-08-01,1,8,2022
848,Spain,ESP,2022-09-01,140.92,2022-09-01,1,9,2022
849,Spain,ESP,2022-10-01,127.22,2022-10-01,1,10,2022
850,Spain,ESP,2022-11-01,115.57,2022-11-01,1,11,2022
851,Spain,ESP,2022-12-01,96.75,2022-12-01,1,12,2022
852,Spain,ESP,2023-01-01,69.73,2023-01-01,1,1,2023
853,Spain,ESP,2023-02-01,133.49,2023-02-01,1,2,2023
854,Spain,ESP,2023-03-01,89.58,2023-03-01,1,3,2023
855,Spain,ESP,2023-04-01,73.82,2023-04-01,1,4,2023
856,Spain,ESP,2023-05-01,74.17,2023-05-01,1,5,2023
857,Spain,ESP,2023-06-01,93.05,2023-06-01,1,6,2023
858,Spain,ESP,2023-07-01,90.46,2023-07-01,1,7,2023
859,Spain,ESP,2023-08-01,96.09,2023-08-01,1,8,2023
860,Spain,ESP,2023-09-01,103.36,2023-09-01,1,9,2023
861,Spain,ESP,2023-10-01,89.84,2023-10-01,1,10,2023
862,Spain,ESP,2023-11-01,63.57,2023-11-01,1,11,2023
863,Spain,ESP,2023-12-01,72.12,2023-12-01,1,12,2023
864,Spain,ESP,2024-01-01,74.11,2024-01-01,1,1,2024
865,Spain,ESP,2024-02-01,39.9,2024-02-01,1,2,2024
866,Spain,ESP,2024-03-01,20.28,2024-03-01,1,3,2024
867,Estonia,EST,2015-01-01,33.84,2015-01-01,1,1,2015
868,Estonia,EST,2015-02-01,33.42,2015-02-01,1,2,2015
869,Estonia,EST,2015-03-01,30.31,2015-03-01,1,3,2015
870,Estonia,EST,2015-04-01,30.5,2015-04-01,1,4,2015
871,Estonia,EST,2015-05-01,32.27,2015-05-01,1,5,2015
872,Estonia,EST,2015-06-01,27.26,2015-06-01,1,6,2015
873,Estonia,EST,2015-07-01,28.04,2015-07-01,1,7,2015
874,Estonia,EST,2015-08-01,31.23,2015-08-01,1,8,2015
875,Estonia,EST,2015-09-01,31.69,2015-09-01,1,9,2015
876,Estonia,EST,2015-10-01,35.02,2015-10-01,1,10,2015
877,Estonia,EST,2015-11-01,32.88,2015-11-01,1,11,2015
878,Estonia,EST,2015-12-01,26.72,2015-12-01,1,12,2015
879,Estonia,EST,2016-01-01,37.63,2016-01-01,1,1,2016
880,Estonia,EST,2016-02-01,28.28,2016-02-01,1,2,2016
881,Estonia,EST,2016-03-01,29.4,2016-03-01,1,3,2016
882,Estonia,EST,2016-04-01,29.73,2016-04-01,1,4,2016
883,Estonia,EST,2016-05-01,28.26,2016-05-01,1,5,2016
884,Estonia,EST,2016-06-01,36.23,2016-06-01,1,6,2016
885,Estonia,EST,2016-07-01,30.96,2016-07-01,1,7,2016
886,Estonia,EST,2016-08-01,31.38,2016-08-01,1,8,2016
887,Estonia,EST,2016-09-01,32.4,2016-09-01,1,9,2016
888,Estonia,EST,2016-10-01,37.57,2016-10-01,1,10,2016
889,Estonia,EST,2016-11-01,40.86,2016-11-01,1,11,2016
890,Estonia,EST,2016-12-01,34.0,2016-12-01,1,12,2016
891,Estonia,EST,2017-01-01,33.27,2017-01-01,1,1,2017
892,Estonia,EST,2017-02-01,35.13,2017-02-01,1,2,2017
893,Estonia,EST,2017-03-01,30.65,2017-03-01,1,3,2017
894,Estonia,EST,2017-04-01,31.17,2017-04-01,1,4,2017
895,Estonia,EST,2017-05-01,30.64,2017-05-01,1,5,2017
896,Estonia,EST,2017-06-01,30.66,2017-06-01,1,6,2017
897,Estonia,EST,2017-07-01,34.34,2017-07-01,1,7,2017
898,Estonia,EST,2017-08-01,36.35,2017-08-01,1,8,2017
899,Estonia,EST,2017-09-01,37.26,2017-09-01,1,9,2017
900,Estonia,EST,2017-10-01,33.45,2017-10-01,1,10,2017
901,Estonia,EST,2017-11-01,33.7,2017-11-01,1,11,2017
902,Estonia,EST,2017-12-01,32.01,2017-12-01,1,12,2017
903,Estonia,EST,2018-01-01,37.11,2018-01-01,1,1,2018
904,Estonia,EST,2018-02-01,43.38,2018-02-01,1,2,2018
905,Estonia,EST,2018-03-01,45.31,2018-03-01,1,3,2018
906,Estonia,EST,2018-04-01,39.81,2018-04-01,1,4,2018
907,Estonia,EST,2018-05-01,38.73,2018-05-01,1,5,2018
908,Estonia,EST,2018-06-01,47.81,2018-06-01,1,6,2018
909,Estonia,EST,2018-07-01,54.07,2018-07-01,1,7,2018
910,Estonia,EST,2018-08-01,55.4,2018-08-01,1,8,2018
911,Estonia,EST,2018-09-01,50.89,2018-09-01,1,9,2018
912,Estonia,EST,2018-10-01,46.37,2018-10-01,1,10,2018
913,Estonia,EST,2018-11-01,52.62,2018-11-01,1,11,2018
914,Estonia,EST,2018-12-01,53.03,2018-12-01,1,12,2018
915,Estonia,EST,2019-01-01,55.79,2019-01-01,1,1,2019
916,Estonia,EST,2019-02-01,47.26,2019-02-01,1,2,2019
917,Estonia,EST,2019-03-01,40.08,2019-03-01,1,3,2019
918,Estonia,EST,2019-04-01,42.11,2019-04-01,1,4,2019
919,Estonia,EST,2019-05-01,42.35,2019-05-01,1,5,2019
920,Estonia,EST,2019-06-01,43.47,2019-06-01,1,6,2019
921,Estonia,EST,2019-07-01,48.97,2019-07-01,1,7,2019
922,Estonia,EST,2019-08-01,49.05,2019-08-01,1,8,2019
923,Estonia,EST,2019-09-01,48.78,2019-09-01,1,9,2019
924,Estonia,EST,2019-10-01,47.69,2019-10-01,1,10,2019
925,Estonia,EST,2019-11-01,45.72,2019-11-01,1,11,2019
926,Estonia,EST,2019-12-01,39.04,2019-12-01,1,12,2019
927,Estonia,EST,2020-01-01,30.82,2020-01-01,1,1,2020
928,Estonia,EST,2020-02-01,28.09,2020-02-01,1,2,2020
929,Estonia,EST,2020-03-01,23.99,2020-03-01,1,3,2020
930,Estonia,EST,2020-04-01,23.68,2020-04-01,1,4,2020
931,Estonia,EST,2020-05-01,25.02,2020-05-01,1,5,2020
932,Estonia,EST,2020-06-01,37.76,2020-06-01,1,6,2020
933,Estonia,EST,2020-07-01,30.17,2020-07-01,1,7,2020
934,Estonia,EST,2020-08-01,40.92,2020-08-01,1,8,2020
935,Estonia,EST,2020-09-01,39.55,2020-09-01,1,9,2020
936,Estonia,EST,2020-10-01,37.65,2020-10-01,1,10,2020
937,Estonia,EST,2020-11-01,40.99,2020-11-01,1,11,2020
938,Estonia,EST,2020-12-01,45.5,2020-12-01,1,12,2020
939,Estonia,EST,2021-01-01,53.57,2021-01-01,1,1,2021
940,Estonia,EST,2021-02-01,59.12,2021-02-01,1,2,2021
941,Estonia,EST,2021-03-01,43.51,2021-03-01,1,3,2021
942,Estonia,EST,2021-04-01,43.69,2021-04-01,1,4,2021
943,Estonia,EST,2021-05-01,48.36,2021-05-01,1,5,2021
944,Estonia,EST,2021-06-01,71.81,2021-06-01,1,6,2021
945,Estonia,EST,2021-07-01,83.7,2021-07-01,1,7,2021
946,Estonia,EST,2021-08-01,87.15,2021-08-01,1,8,2021
947,Estonia,EST,2021-09-01,122.37,2021-09-01,1,9,2021
948,Estonia,EST,2021-10-01,105.61,2021-10-01,1,10,2021
949,Estonia,EST,2021-11-01,116.88,2021-11-01,1,11,2021
950,Estonia,EST,2021-12-01,202.55,2021-12-01,1,12,2021
951,Estonia,EST,2022-01-01,141.86,2022-01-01,1,1,2022
952,Estonia,EST,2022-02-01,104.59,2022-02-01,1,2,2022
953,Estonia,EST,2022-03-01,151.16,2022-03-01,1,3,2022
954,Estonia,EST,2022-04-01,100.71,2022-04-01,1,4,2022
955,Estonia,EST,2022-05-01,151.36,2022-05-01,1,5,2022
956,Estonia,EST,2022-06-01,174.6,2022-06-01,1,6,2022
957,Estonia,EST,2022-07-01,233.69,2022-07-01,1,7,2022
958,Estonia,EST,2022-08-01,360.7,2022-08-01,1,8,2022
959,Estonia,EST,2022-09-01,229.42,2022-09-01,1,9,2022
960,Estonia,EST,2022-10-01,174.15,2022-10-01,1,10,2022
961,Estonia,EST,2022-11-01,219.23,2022-11-01,1,11,2022
962,Estonia,EST,2022-12-01,263.05,2022-12-01,1,12,2022
963,Estonia,EST,2023-01-01,99.38,2023-01-01,1,1,2023
964,Estonia,EST,2023-02-01,113.09,2023-02-01,1,2,2023
965,Estonia,EST,2023-03-01,87.08,2023-03-01,1,3,2023
966,Estonia,EST,2023-04-01,65.88,2023-04-01,1,4,2023
967,Estonia,EST,2023-05-01,65.69,2023-05-01,1,5,2023
968,Estonia,EST,2023-06-01,91.54,2023-06-01,1,6,2023
969,Estonia,EST,2023-07-01,79.35,2023-07-01,1,7,2023
970,Estonia,EST,2023-08-01,94.49,2023-08-01,1,8,2023
971,Estonia,EST,2023-09-01,113.19,2023-09-01,1,9,2023
972,Estonia,EST,2023-10-01,87.49,2023-10-01,1,10,2023
973,Estonia,EST,2023-11-01,105.34,2023-11-01,1,11,2023
974,Estonia,EST,2023-12-01,88.91,2023-12-01,1,12,2023
975,Estonia,EST,2024-01-01,126.47,2024-01-01,1,1,2024
976,Estonia,EST,2024-02-01,75.57,2024-02-01,1,2,2024
977,Estonia,EST,2024-03-01,68.19,2024-03-01,1,3,2024
978,Finland,FIN,2015-01-01,33.8,2015-01-01,1,1,2015
979,Finland,FIN,2015-02-01,33.17,2015-02-01,1,2,2015
980,Finland,FIN,2015-03-01,29.42,2015-03-01,1,3,2015
981,Finland,FIN,2015-04-01,30.09,2015-04-01,1,4,2015
982,Finland,FIN,2015-05-01,25.84,2015-05-01,1,5,2015
983,Finland,FIN,2015-06-01,21.52,2015-06-01,1,6,2015
984,Finland,FIN,2015-07-01,27.55,2015-07-01,1,7,2015
985,Finland,FIN,2015-08-01,31.15,2015-08-01,1,8,2015
986,Finland,FIN,2015-09-01,31.74,2015-09-01,1,9,2015
987,Finland,FIN,2015-10-01,33.54,2015-10-01,1,10,2015
988,Finland,FIN,2015-11-01,31.74,2015-11-01,1,11,2015
989,Finland,FIN,2015-12-01,26.55,2015-12-01,1,12,2015
990,Finland,FIN,2016-01-01,37.83,2016-01-01,1,1,2016
991,Finland,FIN,2016-02-01,26.09,2016-02-01,1,2,2016
992,Finland,FIN,2016-03-01,27.09,2016-03-01,1,3,2016
993,Finland,FIN,2016-04-01,27.25,2016-04-01,1,4,2016
994,Finland,FIN,2016-05-01,28.07,2016-05-01,1,5,2016
995,Finland,FIN,2016-06-01,35.42,2016-06-01,1,6,2016
996,Finland,FIN,2016-07-01,30.96,2016-07-01,1,7,2016
997,Finland,FIN,2016-08-01,31.38,2016-08-01,1,8,2016
998,Finland,FIN,2016-09-01,32.52,2016-09-01,1,9,2016
999,Finland,FIN,2016-10-01,37.43,2016-10-01,1,10,2016
1000,Finland,FIN,2016-11-01,41.01,2016-11-01,1,11,2016
1001,Finland,FIN,2016-12-01,33.99,2016-12-01,1,12,2016
1002,Finland,FIN,2017-01-01,33.3,2017-01-01,1,1,2017
1003,Finland,FIN,2017-02-01,35.07,2017-02-01,1,2,2017
1004,Finland,FIN,2017-03-01,30.67,2017-03-01,1,3,2017
1005,Finland,FIN,2017-04-01,31.4,2017-04-01,1,4,2017
1006,Finland,FIN,2017-05-01,30.66,2017-05-01,1,5,2017
1007,Finland,FIN,2017-06-01,30.65,2017-06-01,1,6,2017
1008,Finland,FIN,2017-07-01,34.18,2017-07-01,1,7,2017
1009,Finland,FIN,2017-08-01,36.3,2017-08-01,1,8,2017
1010,Finland,FIN,2017-09-01,37.26,2017-09-01,1,9,2017
1011,Finland,FIN,2017-10-01,33.43,2017-10-01,1,10,2017
1012,Finland,FIN,2017-11-01,33.67,2017-11-01,1,11,2017
1013,Finland,FIN,2017-12-01,31.91,2017-12-01,1,12,2017
1014,Finland,FIN,2018-01-01,37.08,2018-01-01,1,1,2018
1015,Finland,FIN,2018-02-01,43.38,2018-02-01,1,2,2018
1016,Finland,FIN,2018-03-01,45.59,2018-03-01,1,3,2018
1017,Finland,FIN,2018-04-01,40.14,2018-04-01,1,4,2018
1018,Finland,FIN,2018-05-01,38.7,2018-05-01,1,5,2018
1019,Finland,FIN,2018-06-01,47.18,2018-06-01,1,6,2018
1020,Finland,FIN,2018-07-01,54.01,2018-07-01,1,7,2018
1021,Finland,FIN,2018-08-01,55.5,2018-08-01,1,8,2018
1022,Finland,FIN,2018-09-01,50.96,2018-09-01,1,9,2018
1023,Finland,FIN,2018-10-01,46.36,2018-10-01,1,10,2018
1024,Finland,FIN,2018-11-01,50.08,2018-11-01,1,11,2018
1025,Finland,FIN,2018-12-01,52.3,2018-12-01,1,12,2018
1026,Finland,FIN,2019-01-01,55.81,2019-01-01,1,1,2019
1027,Finland,FIN,2019-02-01,46.75,2019-02-01,1,2,2019
1028,Finland,FIN,2019-03-01,39.98,2019-03-01,1,3,2019
1029,Finland,FIN,2019-04-01,41.37,2019-04-01,1,4,2019
1030,Finland,FIN,2019-05-01,39.86,2019-05-01,1,5,2019
1031,Finland,FIN,2019-06-01,30.73,2019-06-01,1,6,2019
1032,Finland,FIN,2019-07-01,45.96,2019-07-01,1,7,2019
1033,Finland,FIN,2019-08-01,48.74,2019-08-01,1,8,2019
1034,Finland,FIN,2019-09-01,48.76,2019-09-01,1,9,2019
1035,Finland,FIN,2019-10-01,46.36,2019-10-01,1,10,2019
1036,Finland,FIN,2019-11-01,45.71,2019-11-01,1,11,2019
1037,Finland,FIN,2019-12-01,38.4,2019-12-01,1,12,2019
1038,Finland,FIN,2020-01-01,27.14,2020-01-01,1,1,2020
1039,Finland,FIN,2020-02-01,24.44,2020-02-01,1,2,2020
1040,Finland,FIN,2020-03-01,20.35,2020-03-01,1,3,2020
1041,Finland,FIN,2020-04-01,19.81,2020-04-01,1,4,2020
1042,Finland,FIN,2020-05-01,19.46,2020-05-01,1,5,2020
1043,Finland,FIN,2020-06-01,28.25,2020-06-01,1,6,2020
1044,Finland,FIN,2020-07-01,20.27,2020-07-01,1,7,2020
1045,Finland,FIN,2020-08-01,40.57,2020-08-01,1,8,2020
1046,Finland,FIN,2020-09-01,37.78,2020-09-01,1,9,2020
1047,Finland,FIN,2020-10-01,31.08,2020-10-01,1,10,2020
1048,Finland,FIN,2020-11-01,27.64,2020-11-01,1,11,2020
1049,Finland,FIN,2020-12-01,39.27,2020-12-01,1,12,2020
1050,Finland,FIN,2021-01-01,51.25,2021-01-01,1,1,2021
1051,Finland,FIN,2021-02-01,57.1,2021-02-01,1,2,2021
1052,Finland,FIN,2021-03-01,38.32,2021-03-01,1,3,2021
1053,Finland,FIN,2021-04-01,36.83,2021-04-01,1,4,2021
1054,Finland,FIN,2021-05-01,45.9,2021-05-01,1,5,2021
1055,Finland,FIN,2021-06-01,56.18,2021-06-01,1,6,2021
1056,Finland,FIN,2021-07-01,78.79,2021-07-01,1,7,2021
1057,Finland,FIN,2021-08-01,68.14,2021-08-01,1,8,2021
1058,Finland,FIN,2021-09-01,89.3,2021-09-01,1,9,2021
1059,Finland,FIN,2021-10-01,64.85,2021-10-01,1,10,2021
1060,Finland,FIN,2021-11-01,86.05,2021-11-01,1,11,2021
1061,Finland,FIN,2021-12-01,193.27,2021-12-01,1,12,2021
1062,Finland,FIN,2022-01-01,106.83,2022-01-01,1,1,2022
1063,Finland,FIN,2022-02-01,80.85,2022-02-01,1,2,2022
1064,Finland,FIN,2022-03-01,86.63,2022-03-01,1,3,2022
1065,Finland,FIN,2022-04-01,79.42,2022-04-01,1,4,2022
1066,Finland,FIN,2022-05-01,132.35,2022-05-01,1,5,2022
1067,Finland,FIN,2022-06-01,140.33,2022-06-01,1,6,2022
1068,Finland,FIN,2022-07-01,183.92,2022-07-01,1,7,2022
1069,Finland,FIN,2022-08-01,261.53,2022-08-01,1,8,2022
1070,Finland,FIN,2022-09-01,215.46,2022-09-01,1,9,2022
1071,Finland,FIN,2022-10-01,113.21,2022-10-01,1,10,2022
1072,Finland,FIN,2022-11-01,195.62,2022-11-01,1,11,2022
1073,Finland,FIN,2022-12-01,245.6,2022-12-01,1,12,2022
1074,Finland,FIN,2023-01-01,78.87,2023-01-01,1,1,2023
1075,Finland,FIN,2023-02-01,80.04,2023-02-01,1,2,2023
1076,Finland,FIN,2023-03-01,74.13,2023-03-01,1,3,2023
1077,Finland,FIN,2023-04-01,60.54,2023-04-01,1,4,2023
1078,Finland,FIN,2023-05-01,26.52,2023-05-01,1,5,2023
1079,Finland,FIN,2023-06-01,43.43,2023-06-01,1,6,2023
1080,Finland,FIN,2023-07-01,32.93,2023-07-01,1,7,2023
1081,Finland,FIN,2023-08-01,66.42,2023-08-01,1,8,2023
1082,Finland,FIN,2023-09-01,32.75,2023-09-01,1,9,2023
1083,Finland,FIN,2023-10-01,37.7,2023-10-01,1,10,2023
1084,Finland,FIN,2023-11-01,69.77,2023-11-01,1,11,2023
1085,Finland,FIN,2023-12-01,76.19,2023-12-01,1,12,2023
1086,Finland,FIN,2024-01-01,106.16,2024-01-01,1,1,2024
1087,Finland,FIN,2024-02-01,51.59,2024-02-01,1,2,2024
1088,Finland,FIN,2024-03-01,59.41,2024-03-01,1,3,2024
1089,France,FRA,2015-01-01,41.95,2015-01-01,1,1,2015
1090,France,FRA,2015-02-01,50.14,2015-02-01,1,2,2015
1091,France,FRA,2015-03-01,43.79,2015-03-01,1,3,2015
1092,France,FRA,2015-04-01,39.52,2015-04-01,1,4,2015
1093,France,FRA,2015-05-01,26.46,2015-05-01,1,5,2015
1094,France,FRA,2015-06-01,32.16,2015-06-01,1,6,2015
1095,France,FRA,2015-07-01,37.91,2015-07-01,1,7,2015
1096,France,FRA,2015-08-01,32.19,2015-08-01,1,8,2015
1097,France,FRA,2015-09-01,37.45,2015-09-01,1,9,2015
1098,France,FRA,2015-10-01,44.96,2015-10-01,1,10,2015
1099,France,FRA,2015-11-01,41.7,2015-11-01,1,11,2015
1100,France,FRA,2015-12-01,35.13,2015-12-01,1,12,2015
1101,France,FRA,2016-01-01,33.59,2016-01-01,1,1,2016
1102,France,FRA,2016-02-01,25.54,2016-02-01,1,2,2016
1103,France,FRA,2016-03-01,27.09,2016-03-01,1,3,2016
1104,France,FRA,2016-04-01,25.48,2016-04-01,1,4,2016
1105,France,FRA,2016-05-01,24.28,2016-05-01,1,5,2016
1106,France,FRA,2016-06-01,28.02,2016-06-01,1,6,2016
1107,France,FRA,2016-07-01,30.1,2016-07-01,1,7,2016
1108,France,FRA,2016-08-01,29.72,2016-08-01,1,8,2016
1109,France,FRA,2016-09-01,37.2,2016-09-01,1,9,2016
1110,France,FRA,2016-10-01,55.17,2016-10-01,1,10,2016
1111,France,FRA,2016-11-01,65.18,2016-11-01,1,11,2016
1112,France,FRA,2016-12-01,59.24,2016-12-01,1,12,2016
1113,France,FRA,2017-01-01,78.0,2017-01-01,1,1,2017
1114,France,FRA,2017-02-01,51.14,2017-02-01,1,2,2017
1115,France,FRA,2017-03-01,35.4,2017-03-01,1,3,2017
1116,France,FRA,2017-04-01,34.74,2017-04-01,1,4,2017
1117,France,FRA,2017-05-01,34.26,2017-05-01,1,5,2017
1118,France,FRA,2017-06-01,32.74,2017-06-01,1,6,2017
1119,France,FRA,2017-07-01,34.61,2017-07-01,1,7,2017
1120,France,FRA,2017-08-01,32.02,2017-08-01,1,8,2017
1121,France,FRA,2017-09-01,37.0,2017-09-01,1,9,2017
1122,France,FRA,2017-10-01,49.68,2017-10-01,1,10,2017
1123,France,FRA,2017-11-01,63.46,2017-11-01,1,11,2017
1124,France,FRA,2017-12-01,56.69,2017-12-01,1,12,2017
1125,France,FRA,2018-01-01,34.98,2018-01-01,1,1,2018
1126,France,FRA,2018-02-01,48.78,2018-02-01,1,2,2018
1127,France,FRA,2018-03-01,48.19,2018-03-01,1,3,2018
1128,France,FRA,2018-04-01,33.54,2018-04-01,1,4,2018
1129,France,FRA,2018-05-01,34.5,2018-05-01,1,5,2018
1130,France,FRA,2018-06-01,42.29,2018-06-01,1,6,2018
1131,France,FRA,2018-07-01,51.44,2018-07-01,1,7,2018
1132,France,FRA,2018-08-01,58.45,2018-08-01,1,8,2018
1133,France,FRA,2018-09-01,61.95,2018-09-01,1,9,2018
1134,France,FRA,2018-10-01,65.64,2018-10-01,1,10,2018
1135,France,FRA,2018-11-01,67.81,2018-11-01,1,11,2018
1136,France,FRA,2018-12-01,54.89,2018-12-01,1,12,2018
1137,France,FRA,2019-01-01,61.15,2019-01-01,1,1,2019
1138,France,FRA,2019-02-01,46.61,2019-02-01,1,2,2019
1139,France,FRA,2019-03-01,33.85,2019-03-01,1,3,2019
1140,France,FRA,2019-04-01,38.1,2019-04-01,1,4,2019
1141,France,FRA,2019-05-01,37.2,2019-05-01,1,5,2019
1142,France,FRA,2019-06-01,29.24,2019-06-01,1,6,2019
1143,France,FRA,2019-07-01,37.69,2019-07-01,1,7,2019
1144,France,FRA,2019-08-01,33.36,2019-08-01,1,8,2019
1145,France,FRA,2019-09-01,35.55,2019-09-01,1,9,2019
1146,France,FRA,2019-10-01,38.62,2019-10-01,1,10,2019
1147,France,FRA,2019-11-01,45.95,2019-11-01,1,11,2019
1148,France,FRA,2019-12-01,36.47,2019-12-01,1,12,2019
1149,France,FRA,2020-01-01,37.97,2020-01-01,1,1,2020
1150,France,FRA,2020-02-01,26.25,2020-02-01,1,2,2020
1151,France,FRA,2020-03-01,23.83,2020-03-01,1,3,2020
1152,France,FRA,2020-04-01,13.41,2020-04-01,1,4,2020
1153,France,FRA,2020-05-01,14.87,2020-05-01,1,5,2020
1154,France,FRA,2020-06-01,25.85,2020-06-01,1,6,2020
1155,France,FRA,2020-07-01,33.42,2020-07-01,1,7,2020
1156,France,FRA,2020-08-01,36.76,2020-08-01,1,8,2020
1157,France,FRA,2020-09-01,47.19,2020-09-01,1,9,2020
1158,France,FRA,2020-10-01,37.87,2020-10-01,1,10,2020
1159,France,FRA,2020-11-01,40.14,2020-11-01,1,11,2020
